ActivityCode,ActivityName,Provider,Active,ActivityDescription,Language,EstimatedDuration,EstimatedCredits,MaxScore,QuestionText,QuestionID,RandomiseQuestions,AllowUserToReview,Topic,SectionName
5S_5S Overview_Library,5S WORKPLACE PRODUCTIVITY: 21Q_5S Overview Quiz (Gemba),Assessment,1,,en-us,1200,,80,5S is a method of creating a clean and orderly workplace that exposes waste and makes _______________ immediately visible.,49,1,0,Cloud Computing,5S_5S Overview_Library
5S_5S Overview_Library,5S WORKPLACE PRODUCTIVITY: 21Q_5S Overview Quiz (Gemba),Assessment,1,,en-us,1200,,80,Please match the S to the correct description.,50,1,0,Cloud Computing,5S_5S Overview_Library
5S_5S Overview_Library,5S WORKPLACE PRODUCTIVITY: 21Q_5S Overview Quiz (Gemba),Assessment,1,,en-us,1200,,80,Which of the following are criterion for determining if an item should be red tagged or not. Select all that apply (hint: there are 3).,53,1,0,Cloud Computing,5S_5S Overview_Library
5S_5S Overview_Library,5S WORKPLACE PRODUCTIVITY: 21Q_5S Overview Quiz (Gemba),Assessment,1,,en-us,1200,,80,Red tagging is most definitely a ___________ activity.,54,1,0,Cloud Computing,5S_5S Overview_Library
5S_5S Overview_Library,5S WORKPLACE PRODUCTIVITY: 21Q_5S Overview Quiz (Gemba),Assessment,1,,en-us,1200,,80,Which are viable options for getting rid of items not needed in the workplace? Select all that apply.,55,1,0,Cloud Computing,5S_5S Overview_Library
5S_5S Overview_Library,5S WORKPLACE PRODUCTIVITY: 21Q_5S Overview Quiz (Gemba),Assessment,1,,en-us,1200,,80,"A good definition of straighten is, ""A place for everything, and everything ___________________.""",56,1,0,Cloud Computing,5S_5S Overview_Library
5S_5S Overview_Library,5S WORKPLACE PRODUCTIVITY: 21Q_5S Overview Quiz (Gemba),Assessment,1,,en-us,1200,,80,What are some of the reasons we do the straighten step? Select all that apply.,57,1,0,Cloud Computing,5S_5S Overview_Library
Built In Quality_Built In Quality_Library,BUILT IN QUALITY: 13Q_Built In Quality Quiz (Gemba),Assessment,1,Quiz what you learned: Quiz covering the twelve ECourses about Built In Quality and Lean Thinkers.,en-us,600,,80,"""Materials, tools, and parts located close to the process they will be used"" best describes what principle?",58,1,0,Cloud,Built In Quality_Built In Quality_Library
Built In Quality_Built In Quality_Library,BUILT IN QUALITY: 13Q_Built In Quality Quiz (Gemba),Assessment,1,Quiz what you learned: Quiz covering the twelve ECourses about Built In Quality and Lean Thinkers.,en-us,600,,80,"Which is not one of the ""Three F Standards"" used to describe proper storage techniques?",59,1,0,Cloud,Built In Quality_Built In Quality_Library
Built In Quality_Built In Quality_Library,BUILT IN QUALITY: 13Q_Built In Quality Quiz (Gemba),Assessment,1,Quiz what you learned: Quiz covering the twelve ECourses about Built In Quality and Lean Thinkers.,en-us,600,,80,"To ""sweep"" means to clean in such a way as to identify and ______________ the sources of contamination.",60,1,0,Cloud,Built In Quality_Built In Quality_Library
Built In Quality_Built In Quality_Library,BUILT IN QUALITY: 13Q_Built In Quality Quiz (Gemba),Assessment,1,Quiz what you learned: Quiz covering the twelve ECourses about Built In Quality and Lean Thinkers.,en-us,600,,80,Which are reasons we do the sweep step? Select all that apply.,61,1,0,Cloud,Built In Quality_Built In Quality_Library
Built In Quality_Built In Quality_Library,BUILT IN QUALITY: 13Q_Built In Quality Quiz (Gemba),Assessment,1,Quiz what you learned: Quiz covering the twelve ECourses about Built In Quality and Lean Thinkers.,en-us,600,,80,How clean is clean enough?,62,1,0,Cloud,Built In Quality_Built In Quality_Library
Built In Quality_Built In Quality_Library,BUILT IN QUALITY: 13Q_Built In Quality Quiz (Gemba),Assessment,1,Quiz what you learned: Quiz covering the twelve ECourses about Built In Quality and Lean Thinkers.,en-us,600,,80,"""Where there is no standard, there can be no __________""",63,1,0,Cloud,Built In Quality_Built In Quality_Library
Built In Quality_Built In Quality_Library,BUILT IN QUALITY: 13Q_Built In Quality Quiz (Gemba),Assessment,1,Quiz what you learned: Quiz covering the twelve ECourses about Built In Quality and Lean Thinkers.,en-us,600,,80,Entropy is a measure of the _____________ in any system.,64,1,0,Cloud,Built In Quality_Built In Quality_Library
Built In Quality_Built In Quality_Library,BUILT IN QUALITY: 13Q_Built In Quality Quiz (Gemba),Assessment,1,Quiz what you learned: Quiz covering the twelve ECourses about Built In Quality and Lean Thinkers.,en-us,600,,80,"The phrase ""Genchi Genbutsu"" means to:",67,1,0,Cloud,Built In Quality_Built In Quality_Library
Built In Quality_Built In Quality_Library,BUILT IN QUALITY: 13Q_Built In Quality Quiz (Gemba),Assessment,1,Quiz what you learned: Quiz covering the twelve ECourses about Built In Quality and Lean Thinkers.,en-us,600,,80,What any organization that excels at 5S is at all times.,68,1,0,Cloud,Built In Quality_Built In Quality_Library
Built In Quality_Built In Quality_Library,BUILT IN QUALITY: 13Q_Built In Quality Quiz (Gemba),Assessment,1,Quiz what you learned: Quiz covering the twelve ECourses about Built In Quality and Lean Thinkers.,en-us,600,,80,Select all the reasons we use a skill matrix.,70,1,0,Cloud,Built In Quality_Built In Quality_Library
Built In Quality_Built In Quality_Library,BUILT IN QUALITY: 13Q_Built In Quality Quiz (Gemba),Assessment,1,Quiz what you learned: Quiz covering the twelve ECourses about Built In Quality and Lean Thinkers.,en-us,600,,80,Job Instruction is a __________ step method for supervisors and team leaders to effectively train people in their job.,72,1,0,Cloud,Built In Quality_Built In Quality_Library
Compliance_FMEA Part I Quiz,FMEA PART I QUIZ,Assessment,1,Failure Modes and Effects Analysis [FMEA] Part I video assessment quiz.,en-us,900,,80,Please number the steps to create a skill matrix into the correct order.,73,1,0,CompTIA,Compliance_FMEA Part I Quiz
Compliance_FMEA Part I Quiz,FMEA PART I QUIZ,Assessment,1,Failure Modes and Effects Analysis [FMEA] Part I video assessment quiz.,en-us,900,,80,"Please select the three elements, or categories of work.",74,1,0,CompTIA,Compliance_FMEA Part I Quiz
Compliance_FMEA Part I Quiz,FMEA PART I QUIZ,Assessment,1,Failure Modes and Effects Analysis [FMEA] Part I video assessment quiz.,en-us,900,,80,Reaching or straining to reach a tool is an example of what type of waste?,76,1,0,CompTIA,Compliance_FMEA Part I Quiz
Compliance_FMEA Part I Quiz,FMEA PART I QUIZ,Assessment,1,Failure Modes and Effects Analysis [FMEA] Part I video assessment quiz.,en-us,900,,80,"Popularized the concept of ""standing in the circle.""",78,1,0,CompTIA,Compliance_FMEA Part I Quiz
Compliance_FMEA Part I Quiz,FMEA PART I QUIZ,Assessment,1,Failure Modes and Effects Analysis [FMEA] Part I video assessment quiz.,en-us,900,,80,Pokayoke is often refeered to as this.,80,1,0,CompTIA,Compliance_FMEA Part I Quiz
Core Knowledge_Introduction to Lean_Library,LEAN INTRODUCTORY TOPICS: 01Q_Introduction to Lean Quiz (Gemba),Assessment,1,"Introduction to the philosophy, history, and tools of lean.",en-us,600,,80,"Given an average demand per day of 525 pieces, a lead-time to replenish this stock of 4 days, 2 standard deviations of demand history is 20%, and the max shortfall due to internal inefficiencies is 10%, how much safety stock is needed?� See �Inventory� module if you need to review.",82,1,0,Core,Core Knowledge_Introduction to Lean_Library
Core Knowledge_Introduction to Lean_Library,LEAN INTRODUCTORY TOPICS: 01Q_Introduction to Lean Quiz (Gemba),Assessment,1,"Introduction to the philosophy, history, and tools of lean.",en-us,600,,80,The waste of processing generally stems from the lack of understanding what?,83,1,0,Core,Core Knowledge_Introduction to Lean_Library
Core Knowledge_Introduction to Lean_Library,LEAN INTRODUCTORY TOPICS: 01Q_Introduction to Lean Quiz (Gemba),Assessment,1,"Introduction to the philosophy, history, and tools of lean.",en-us,600,,80,Which is not an example of processing waste?,84,1,0,Core,Core Knowledge_Introduction to Lean_Library
Core Knowledge_Introduction to Lean_Library,LEAN INTRODUCTORY TOPICS: 01Q_Introduction to Lean Quiz (Gemba),Assessment,1,"Introduction to the philosophy, history, and tools of lean.",en-us,600,,80,Is the word that describes production leveling or production smoothing.,85,1,0,Core,Core Knowledge_Introduction to Lean_Library
Core Knowledge_Introduction to Lean_Library,LEAN INTRODUCTORY TOPICS: 01Q_Introduction to Lean Quiz (Gemba),Assessment,1,"Introduction to the philosophy, history, and tools of lean.",en-us,600,,80,Motion is any movement of people that does not add __________ to the product.,86,1,0,Core,Core Knowledge_Introduction to Lean_Library
Core Knowledge_Introduction to Lean_Library,LEAN INTRODUCTORY TOPICS: 01Q_Introduction to Lean Quiz (Gemba),Assessment,1,"Introduction to the philosophy, history, and tools of lean.",en-us,600,,80,Wasted motion often leads to what. Select all that apply.,87,1,0,Core,Core Knowledge_Introduction to Lean_Library
Hoshin Planning_Hoshin Planning_Library,HOSHIN PLANNING: 12Q Hoshin Planning Quiz (Gemba),Assessment,1,"Quiz what you learned: Quiz is over what you learned in the 11 E-Courses: How to create a vision, mission, and then a Hoshin plan of long-term, breakthrough, and annual objectives.",en-us,600,,,Overproduction is often referred to as the ____________ of all wastes.,89,1,0,Cisco Teams,Hoshin Planning_Hoshin Planning_Library
Hoshin Planning_Hoshin Planning_Library,HOSHIN PLANNING: 12Q Hoshin Planning Quiz (Gemba),Assessment,1,"Quiz what you learned: Quiz is over what you learned in the 11 E-Courses: How to create a vision, mission, and then a Hoshin plan of long-term, breakthrough, and annual objectives.",en-us,600,,,Sometimes called the 8th waste.,90,1,0,Cisco Teams,Hoshin Planning_Hoshin Planning_Library
Hoshin Planning_Hoshin Planning_Library,HOSHIN PLANNING: 12Q Hoshin Planning Quiz (Gemba),Assessment,1,"Quiz what you learned: Quiz is over what you learned in the 11 E-Courses: How to create a vision, mission, and then a Hoshin plan of long-term, breakthrough, and annual objectives.",en-us,600,,,Lean�s greatest value lies in the development of ______________.,93,1,0,Cisco Teams,Hoshin Planning_Hoshin Planning_Library
Hoshin Planning_Hoshin Planning_Library,HOSHIN PLANNING: 12Q Hoshin Planning Quiz (Gemba),Assessment,1,"Quiz what you learned: Quiz is over what you learned in the 11 E-Courses: How to create a vision, mission, and then a Hoshin plan of long-term, breakthrough, and annual objectives.",en-us,600,,,Lean can be successfully used in the following industries.� Select all that apply.,96,1,0,Cisco Teams,Hoshin Planning_Hoshin Planning_Library
Hoshin Planning_Hoshin Planning_Library,HOSHIN PLANNING: 12Q Hoshin Planning Quiz (Gemba),Assessment,1,"Quiz what you learned: Quiz is over what you learned in the 11 E-Courses: How to create a vision, mission, and then a Hoshin plan of long-term, breakthrough, and annual objectives.",en-us,600,,,What does it take to succeed at kaizen?,97,1,0,Cisco Teams,Hoshin Planning_Hoshin Planning_Library
Hoshin Planning_Hoshin Planning_Library,HOSHIN PLANNING: 12Q Hoshin Planning Quiz (Gemba),Assessment,1,"Quiz what you learned: Quiz is over what you learned in the 11 E-Courses: How to create a vision, mission, and then a Hoshin plan of long-term, breakthrough, and annual objectives.",en-us,600,,,The first commandment of continuous improvement challenges us to open our _________ to change.,98,1,0,Cisco Teams,Hoshin Planning_Hoshin Planning_Library
Hoshin Planning_Hoshin Planning_Library,HOSHIN PLANNING: 12Q Hoshin Planning Quiz (Gemba),Assessment,1,"Quiz what you learned: Quiz is over what you learned in the 11 E-Courses: How to create a vision, mission, and then a Hoshin plan of long-term, breakthrough, and annual objectives.",en-us,600,,,When faced with an issue or challenge we should focus our energy on:,99,1,0,Cisco Teams,Hoshin Planning_Hoshin Planning_Library
Hoshin Planning_Hoshin Planning_Library,HOSHIN PLANNING: 12Q Hoshin Planning Quiz (Gemba),Assessment,1,"Quiz what you learned: Quiz is over what you learned in the 11 E-Courses: How to create a vision, mission, and then a Hoshin plan of long-term, breakthrough, and annual objectives.",en-us,600,,,The fourth commandment of continuous improvement challenges us to seek __________ solutions.,100,1,0,Cisco Teams,Hoshin Planning_Hoshin Planning_Library
Hoshin Planning_Hoshin Planning_Library,HOSHIN PLANNING: 12Q Hoshin Planning Quiz (Gemba),Assessment,1,"Quiz what you learned: Quiz is over what you learned in the 11 E-Courses: How to create a vision, mission, and then a Hoshin plan of long-term, breakthrough, and annual objectives.",en-us,600,,,3P stands for Production Preparation ������������� .,103,1,0,Cisco Teams,Hoshin Planning_Hoshin Planning_Library
Hoshin Planning_Hoshin Planning_Library,HOSHIN PLANNING: 12Q Hoshin Planning Quiz (Gemba),Assessment,1,"Quiz what you learned: Quiz is over what you learned in the 11 E-Courses: How to create a vision, mission, and then a Hoshin plan of long-term, breakthrough, and annual objectives.",en-us,600,,,of the cost encountered after the construction of a healthcare facility is directly related to the decisions made during the design phase.,105,1,0,Cisco Teams,Hoshin Planning_Hoshin Planning_Library
Hoshin Planning_Hoshin Planning_Library,HOSHIN PLANNING: 12Q Hoshin Planning Quiz (Gemba),Assessment,1,"Quiz what you learned: Quiz is over what you learned in the 11 E-Courses: How to create a vision, mission, and then a Hoshin plan of long-term, breakthrough, and annual objectives.",en-us,600,,,"According to the video, how many �flows� are there in healthcare?",107,1,0,Cisco Teams,Hoshin Planning_Hoshin Planning_Library
Hoshin Planning_Hoshin Planning_Library,HOSHIN PLANNING: 12Q Hoshin Planning Quiz (Gemba),Assessment,1,"Quiz what you learned: Quiz is over what you learned in the 11 E-Courses: How to create a vision, mission, and then a Hoshin plan of long-term, breakthrough, and annual objectives.",en-us,600,,,"A Lean tool that uses fast and inexpensive prototyping to develop and prove a concept, prior to full implementation.",109,1,0,Cisco Teams,Hoshin Planning_Hoshin Planning_Library
Hoshin Planning_Hoshin Planning_Library,HOSHIN PLANNING: 12Q Hoshin Planning Quiz (Gemba),Assessment,1,"Quiz what you learned: Quiz is over what you learned in the 11 E-Courses: How to create a vision, mission, and then a Hoshin plan of long-term, breakthrough, and annual objectives.",en-us,600,,,Which of the following are parts of the 7 wastes of a process? Select all that apply.,114,1,0,Cisco Teams,Hoshin Planning_Hoshin Planning_Library
Hoshin Planning_Hoshin Planning_Library,HOSHIN PLANNING: 12Q Hoshin Planning Quiz (Gemba),Assessment,1,"Quiz what you learned: Quiz is over what you learned in the 11 E-Courses: How to create a vision, mission, and then a Hoshin plan of long-term, breakthrough, and annual objectives.",en-us,600,,,"_________ is the addition of human intelligence to machines and processes to improve safety, quality and productivity.",115,1,0,Cisco Teams,Hoshin Planning_Hoshin Planning_Library
Hoshin Planning_Hoshin Planning_Library,HOSHIN PLANNING: 12Q Hoshin Planning Quiz (Gemba),Assessment,1,"Quiz what you learned: Quiz is over what you learned in the 11 E-Courses: How to create a vision, mission, and then a Hoshin plan of long-term, breakthrough, and annual objectives.",en-us,600,,,"Which of the following is NOT one of the 4 Roles of Quality Confirmation, sometimes called the 4 Cs?",117,1,0,Cisco Teams,Hoshin Planning_Hoshin Planning_Library
Hoshin Planning_Hoshin Planning_Library,HOSHIN PLANNING: 12Q Hoshin Planning Quiz (Gemba),Assessment,1,"Quiz what you learned: Quiz is over what you learned in the 11 E-Courses: How to create a vision, mission, and then a Hoshin plan of long-term, breakthrough, and annual objectives.",en-us,600,,,"Which of the following is NOT one of the 4 Roles of Quality Confirmation, sometimes called the 4 Cs?",118,1,0,Cisco Teams,Hoshin Planning_Hoshin Planning_Library
Kaizen Leadership_Kaizen Leadership Overview_Library,KAIZEN LEADERSHIP: 7Q Kaizen Leadership Overview Quiz (Gemba),Assessment,1,Kaizen Leadership Quiz,en-us,600,,80,A good Problem Statement _________. Choose all that apply.,120,1,0,Business Skills,Kaizen Leadership_Kaizen Leadership Overview_Library
Kaizen Leadership_Kaizen Leadership Overview_Library,KAIZEN LEADERSHIP: 7Q Kaizen Leadership Overview Quiz (Gemba),Assessment,1,Kaizen Leadership Quiz,en-us,600,,80,Which best describes the definition of a problem as discussed in the module? Please choose all that apply.,123,1,0,Business Skills,Kaizen Leadership_Kaizen Leadership Overview_Library
Kaizen Leadership_Kaizen Leadership Overview_Library,KAIZEN LEADERSHIP: 7Q Kaizen Leadership Overview Quiz (Gemba),Assessment,1,Kaizen Leadership Quiz,en-us,600,,80,"The primary Six Sigma roadmap used today is Define, _______, Analyze, Improve, and Control. Please select the correct answer.",125,1,0,Business Skills,Kaizen Leadership_Kaizen Leadership Overview_Library
Kaizen Leadership_Kaizen Leadership Overview_Library,KAIZEN LEADERSHIP: 7Q Kaizen Leadership Overview Quiz (Gemba),Assessment,1,Kaizen Leadership Quiz,en-us,600,,80,Which statement best describes the last of the 8 steps to Practical Problem Solving?,127,1,0,Business Skills,Kaizen Leadership_Kaizen Leadership Overview_Library
Kaizen Leadership_Kaizen Leadership Overview_Library,KAIZEN LEADERSHIP: 7Q Kaizen Leadership Overview Quiz (Gemba),Assessment,1,Kaizen Leadership Quiz,en-us,600,,80,The Japanese word that translates to reflection or even repentance.,132,1,0,Business Skills,Kaizen Leadership_Kaizen Leadership Overview_Library
Kaizen Leadership_Kaizen Leadership Overview_Library,KAIZEN LEADERSHIP: 7Q Kaizen Leadership Overview Quiz (Gemba),Assessment,1,Kaizen Leadership Quiz,en-us,600,,80,This horizontal deploying or copying of successful ideas throughout the organization.,133,1,0,Business Skills,Kaizen Leadership_Kaizen Leadership Overview_Library
Kaizen Leadership_Kaizen Leadership Overview_Library,KAIZEN LEADERSHIP: 7Q Kaizen Leadership Overview Quiz (Gemba),Assessment,1,Kaizen Leadership Quiz,en-us,600,,80,Problem statements should be focused on the ___________ situation while clearly identifying the gap.,137,1,0,Business Skills,Kaizen Leadership_Kaizen Leadership Overview_Library
Kaizen Leadership_Kaizen Leadership Overview_Library,KAIZEN LEADERSHIP: 7Q Kaizen Leadership Overview Quiz (Gemba),Assessment,1,Kaizen Leadership Quiz,en-us,600,,80,Which statements are true? Please select all correct choices.,139,1,0,Business Skills,Kaizen Leadership_Kaizen Leadership Overview_Library
Kaizen_Kaizen Event Roles_Library,THE KAIZEN WAY: 06Q_Kaizen Event Roles Quiz (Gemba),Assessment,1, What the key kaizen event roles are.,en-us,300,,80,The Pareto principle is also known as the __________ rule.,142,1,0,Business Communication,Kaizen_Kaizen Event Roles_Library
Kaizen_Kaizen Event Roles_Library,THE KAIZEN WAY: 06Q_Kaizen Event Roles Quiz (Gemba),Assessment,1, What the key kaizen event roles are.,en-us,300,,80,The Tree Diagram helps us break down broad categories into finer levels of ___________.,143,1,0,Business Communication,Kaizen_Kaizen Event Roles_Library
Kaizen_Kaizen Event Roles_Library,THE KAIZEN WAY: 06Q_Kaizen Event Roles Quiz (Gemba),Assessment,1, What the key kaizen event roles are.,en-us,300,,80,What three things help us prioritize issues? Select the 3 correct answers.,144,1,0,Business Communication,Kaizen_Kaizen Event Roles_Library
Kaizen_Kaizen Event Roles_Library,THE KAIZEN WAY: 06Q_Kaizen Event Roles Quiz (Gemba),Assessment,1, What the key kaizen event roles are.,en-us,300,,80,An attainable target is one you are ________________ about.,148,1,0,Business Communication,Kaizen_Kaizen Event Roles_Library
Kaizen_Kaizen Event Roles_Library,THE KAIZEN WAY: 06Q_Kaizen Event Roles Quiz (Gemba),Assessment,1, What the key kaizen event roles are.,en-us,300,,80,When setting targets we must be careful to not confuse. Select all that apply.,149,1,0,Business Communication,Kaizen_Kaizen Event Roles_Library
Kaizen_Kaizen Event Week_Library,THE KAIZEN WAY: 08Q_Kaizen Event Week Quiz (Gemba),Assessment,1, What to expect during the Kaizen event week.,en-us,300,,80,"The first, and arguably most important method of analyzing the root cause is to go see for __________ without prejudice.",151,1,0,Cal/OSHA Latin American Spanish,Kaizen_Kaizen Event Week_Library
Kaizen_Kaizen Event Week_Library,THE KAIZEN WAY: 08Q_Kaizen Event Week Quiz (Gemba),Assessment,1, What to expect during the Kaizen event week.,en-us,300,,80,Which of the following M�s is NOT part of the 4M�s + 2 discussed in the learning module?,153,1,0,Cal/OSHA Latin American Spanish,Kaizen_Kaizen Event Week_Library
Kaizen_Kaizen Event Week_Library,THE KAIZEN WAY: 08Q_Kaizen Event Week Quiz (Gemba),Assessment,1, What to expect during the Kaizen event week.,en-us,300,,80,The fishbone diagram was first developed by Mr. ______________.,154,1,0,Cal/OSHA Latin American Spanish,Kaizen_Kaizen Event Week_Library
Kaizen_Kaizen Event Week_Library,THE KAIZEN WAY: 08Q_Kaizen Event Week Quiz (Gemba),Assessment,1, What to expect during the Kaizen event week.,en-us,300,,80,"If there were 15 root causes identified, how many votes would each team member receive after N/3 was done?",157,1,0,Cal/OSHA Latin American Spanish,Kaizen_Kaizen Event Week_Library
Kaizen_Kaizen Event Week_Library,THE KAIZEN WAY: 08Q_Kaizen Event Week Quiz (Gemba),Assessment,1, What to expect during the Kaizen event week.,en-us,300,,80,"The fishbone diagram is a ______________ tool, meaning we�ll continue to update it as we learn more and make improvements.",158,1,0,Cal/OSHA Latin American Spanish,Kaizen_Kaizen Event Week_Library
Kaizen_Kaizen Event_Library,THE KAIZEN WAY: 02Q_Kaizen Event Quiz (Gemba),Assessment,1, Kaizen Event Roadmap,en-us,300,,80,The 5 Why is a problem solving method used to explore the cause and _________ relationships of a particular problem.,164,1,0,Certifications,Kaizen_Kaizen Event_Library
Kaizen_Kaizen Event_Library,THE KAIZEN WAY: 02Q_Kaizen Event Quiz (Gemba),Assessment,1, Kaizen Event Roadmap,en-us,300,,80,Which of the following is NOT part of the 5 Why process?,165,1,0,Certifications,Kaizen_Kaizen Event_Library
Kaizen_Kaizen Event_Library,THE KAIZEN WAY: 02Q_Kaizen Event Quiz (Gemba),Assessment,1, Kaizen Event Roadmap,en-us,300,,80,What single word can be asked/used to verify the cause and effect relationship of a 5 Why analysis makes sense?,167,1,0,Certifications,Kaizen_Kaizen Event_Library
Kaizen_Kaizen Event_Library,THE KAIZEN WAY: 02Q_Kaizen Event Quiz (Gemba),Assessment,1, Kaizen Event Roadmap,en-us,300,,80,Which of the following are typical errors committed during 5 Why analysis? Please select all that apply.,168,1,0,Certifications,Kaizen_Kaizen Event_Library
Kaizen_Kaizen Overview_Library,THE KAIZEN WAY: 01Q_Kaizen Overview Quiz (Gemba),Assessment,1, Quiz what you learned: What is Kaizen,en-us,300,,80,Why do we use the word �countermeasure� instead of �solution� as it relates to practical problem solving?,170,1,0,Browse Partner Content,Kaizen_Kaizen Overview_Library
Kaizen_Kaizen Overview_Library,THE KAIZEN WAY: 01Q_Kaizen Overview Quiz (Gemba),Assessment,1, Quiz what you learned: What is Kaizen,en-us,300,,80,The facilitator of a brainstorming process should never do this.,171,1,0,Browse Partner Content,Kaizen_Kaizen Overview_Library
Kaizen_Kaizen Overview_Library,THE KAIZEN WAY: 01Q_Kaizen Overview Quiz (Gemba),Assessment,1, Quiz what you learned: What is Kaizen,en-us,300,,80,Another word for attempting many ideas while seeing countermeasures through.,174,1,0,Browse Partner Content,Kaizen_Kaizen Overview_Library
Kaizen_Kaizen Overview_Library,THE KAIZEN WAY: 01Q_Kaizen Overview Quiz (Gemba),Assessment,1, Quiz what you learned: What is Kaizen,en-us,300,,80,As we enter into the do phase of PDCA cycle we will do this.,175,1,0,Browse Partner Content,Kaizen_Kaizen Overview_Library
